query_id	doc_id	relevance
009-000	8041684	0
009-000	8140790	1
009-000	8125786	0
009-001	8115956	1
009-001	8134314	1
009-001	8119611	1
009-001	8146404	0
009-001	8133152	1
009-001	8136407	1
009-001	8182153	0
009-001	8111612	0
009-001	8135845	0
009-001	8135037	1
009-001	8119029	1
009-001	8140460	1
009-001	8121507	1
009-001	8032397	1
009-001	8183940	1
009-001	8143762	1
009-001	8046594	0
009-001	8133501	1
009-001	8031989	1
009-001	8134178	1
009-001	8145497	1
009-001	8033367	0
009-001	8131144	1
009-001	8132799	1
009-001	8138620	0
009-001	8183339	0
009-001	8135224	0
009-001	8241894	0
009-001	8134062	0
009-001	8134502	0
009-001	8118348	0
009-001	8118082	1
009-001	8134161	0
009-001	8135567	1
009-001	8130195	1
009-001	8117620	1
009-001	8119886	0
009-001	8110638	1
009-001	8121118	0
009-001	8123297	1
009-001	8242507	1
009-001	8120867	1
009-001	8131282	1
009-001	8144951	1
009-001	8051878	0
009-001	8141247	1
009-001	8133930	0
009-001	8181199	1
009-001	8046593	0
009-001	8131784	0
009-002	8115956	1
009-002	8134314	1
009-002	8146404	0
009-002	8119611	1
009-002	8133152	0
009-002	8111612	0
009-002	8136407	1
009-002	8119029	1
009-002	8135845	0
009-002	8031989	1
009-002	8140460	1
009-002	8134178	1
009-002	8121507	1
009-002	8131282	1
009-002	8137368	2
009-002	8135037	1
009-002	8183940	1
009-002	8133501	1
009-002	8145497	1
009-002	8182153	0
009-002	8131236	0
009-002	8143762	1
009-002	8046593	0
009-002	8131144	1
009-002	8131434	1
009-002	8134062	2
009-002	8126672	2
009-002	8123297	1
009-002	8183339	0
009-002	8046595	2
009-002	8135567	1
009-002	8135224	2
009-002	8134502	0
009-002	8131784	0
009-002	8242507	1
009-002	8132648	1
009-002	8138620	1
009-002	8118348	0
009-002	8242697	2
009-002	8142891	2
009-002	8121118	0
009-002	8138824	0
009-002	8137804	0
009-002	8125011	0
009-002	8046575	2
009-002	8112008	1
009-002	8134161	0
009-002	8140790	1
009-002	8124966	0
009-002	8046577	2
010-000	8053386	2
010-000	8127826	2
010-000	8188608	2
010-000	8041681	2
010-000	8181556	0
010-000	8184356	2
010-000	8033311	2
010-000	8107844	2
010-000	8132830	0
010-000	8183187	0
010-000	8242614	2
010-000	8032675	2
010-000	8182601	0
010-000	8115867	2
010-000	8137827	2
010-000	8041676	2
010-000	8132700	0
010-000	8134415	2
010-000	8160965	2
010-000	8183427	2
010-000	8121972	2
010-000	8107984	1
010-000	8159645	2
010-000	8133917	2
010-000	8144219	2
010-000	8130542	1
010-000	8131324	1
010-000	8126756	1
010-000	8137520	1
010-000	8242557	1
010-000	8123519	1
010-000	8127246	1
010-000	8136239	1
010-000	8109816	2
010-000	8130367	1
010-000	8108536	2
010-000	8125786	2
010-000	8125100	2
010-000	8105759	2
010-000	8132102	1
010-000	8112890	1
010-000	8126782	1
010-000	8125118	2
010-000	8182195	2
010-000	8134984	0
010-000	8037971	2
010-000	8136186	2
010-000	8137039	1
010-000	8033413	2
010-000	8180982	2
010-001	8127826	1
010-001	8053386	1
010-001	8188608	1
010-001	8041681	1
010-001	8181556	0
010-001	8184356	1
010-001	8033311	1
010-001	8107844	1
010-001	8132830	0
010-001	8242614	1
010-001	8032675	1
010-001	8183187	0
010-001	8182601	0
010-001	8137827	1
010-001	8041676	1
010-001	8121972	1
010-001	8134415	1
010-001	8183427	1
010-001	8115867	1
010-001	8132700	0
010-001	8120741	1
010-001	8105759	1
010-001	8107984	0
010-001	8159645	1
010-001	8125118	1
010-001	8108536	1
010-001	8125786	1
010-001	8130542	1
010-001	8144219	1
010-001	8160965	1
010-001	8127246	1
010-001	8132102	0
010-001	8180982	1
010-001	8112890	1
010-001	8183958	1
010-001	8131924	1
010-001	8126782	1
010-001	8109816	1
010-001	8131324	1
010-001	8111812	0
010-001	8125100	1
010-001	8113848	0
010-001	8127411	0
010-001	8133917	1
010-001	8126756	1
010-001	8141972	1
010-001	8123519	1
010-001	8136186	1
010-001	8137520	1
010-001	8033413	1
010-002	8053386	1
010-002	8127826	1
010-002	8188608	1
010-002	8041681	1
010-002	8184356	1
010-002	8181556	0
010-002	8032675	1
010-002	8107844	1
010-002	8033311	1
010-002	8132830	0
010-002	8183187	0
010-002	8182601	0
010-002	8242614	1
010-002	8132700	0
010-002	8137827	1
010-002	8115867	1
010-002	8041676	1
010-002	8134415	1
010-002	8121972	1
010-002	8159645	1
010-002	8133917	1
010-002	8107984	1
010-002	8160965	1
010-002	8183427	1
010-002	8125118	1
010-002	8108536	1
010-002	8130542	1
010-002	8144219	1
010-002	8105759	1
010-002	8132102	1
010-002	8112890	1
010-002	8126782	1
010-002	8131324	1
010-002	8109816	1
010-002	8126756	1
010-002	8137520	1
010-002	8125786	1
010-002	8242557	1
010-002	8136239	1
010-002	8127411	1
010-002	8127246	1
010-002	8180982	1
010-002	8131924	1
010-002	8183958	1
010-002	8111812	0
010-002	8136186	1
010-002	8113848	0
010-002	8120741	2
010-002	8123519	1
010-002	8033465	0
011-000	8117598	2
011-000	8152066	2
011-000	8134876	1
011-000	8161757	2
011-000	8132866	2
011-000	8120292	1
011-000	8190104	2
011-000	8163060	2
011-000	8193046	2
011-000	8186930	1
011-000	8161395	2
011-000	8127836	1
011-000	8036663	2
011-000	8107343	0
011-000	8242618	1
011-000	8148602	2
011-000	8197401	1
011-000	8154970	2
011-000	8149173	2
011-000	8051090	2
011-000	8184045	2
011-000	8132401	2
011-000	8162659	2
011-000	8136299	1
011-000	8051080	2
011-000	8124592	2
011-000	8133776	1
011-000	8134429	1
011-000	8134222	1
011-000	8123266	1
011-000	8154587	2
011-000	8136944	1
011-000	8147452	2
011-000	8162156	2
011-000	8155700	2
011-000	8112404	2
011-000	8160150	2
011-000	8168251	1
011-000	8134843	1
011-000	8111191	0
011-000	8109647	0
011-000	8161615	2
011-000	8189978	2
011-000	8168124	2
011-000	8130330	2
011-000	8151766	2
011-000	8120017	1
011-000	8036126	2
011-000	8156694	2
011-000	8133866	1
011-001	8117598	2
011-001	8152066	2
011-001	8132866	2
011-001	8161757	2
011-001	8163060	2
011-001	8134876	1
011-001	8190104	2
011-001	8120292	1
011-001	8193046	2
011-001	8186930	2
011-001	8161395	2
011-001	8036663	2
011-001	8051090	2
011-001	8127836	1
011-001	8242618	1
011-001	8168251	2
011-001	8197401	1
011-001	8148602	2
011-001	8162659	2
011-001	8051080	2
011-001	8036126	2
011-001	8184045	2
011-001	8132401	2
011-001	8107343	1
011-001	8149173	2
011-001	8155700	2
011-001	8147452	1
011-001	8160150	2
011-001	8112404	2
011-001	8130330	2
011-001	8111191	0
011-001	8189978	2
011-001	8241931	1
011-001	8134222	1
011-001	8133866	1
011-001	8032502	2
011-001	8161615	2
011-001	8192687	2
011-001	8134429	1
011-001	8123295	1
011-001	8154587	2
011-001	8166384	2
011-001	8187068	1
011-001	8161498	2
011-001	8163737	2
011-001	8136299	1
011-001	8036619	2
011-001	8124592	2
011-001	8036658	2
011-001	8187974	2
011-002	8117598	2
011-002	8152066	2
011-002	8120292	1
011-002	8132866	2
011-002	8190104	2
011-002	8127836	1
011-002	8193046	2
011-002	8161757	2
011-002	8163060	2
011-002	8134876	1
011-002	8036663	2
011-002	8186930	2
011-002	8149173	2
011-002	8161395	2
011-002	8124592	2
011-002	8051082	1
011-002	8184045	2
011-002	8107343	1
011-002	8112017	0
011-002	8133776	1
011-002	8161498	2
011-002	8242618	1
011-002	8151766	2
011-002	8197401	1
011-002	8051090	2
011-002	8161017	2
011-002	8156950	2
011-002	8189978	2
011-002	8126776	1
011-002	8112404	2
011-002	8242046	2
011-002	8132401	2
011-002	8120017	1
011-002	8113357	1
011-002	8241931	1
011-002	8156694	2
011-002	8161615	2
011-002	8109647	1
011-002	8115984	0
011-002	8135907	2
011-002	8148602	2
011-002	8168124	2
011-002	8036658	2
011-002	8188942	2
011-002	8186872	2
011-002	8136036	1
011-002	8123266	1
011-002	8039618	2
011-002	8162659	2
011-002	8113595	2
012-000	8147795	2
012-000	8157434	2
012-000	8186465	2
012-000	8167064	2
012-000	8189954	2
012-000	8156209	2
012-000	8150470	2
012-000	8147346	2
012-000	8188338	2
012-000	8190018	2
012-000	8161982	2
012-000	8137773	1
012-000	8158465	0
012-000	8165259	2
012-000	8124936	1
012-000	8150731	2
012-000	8160528	2
012-000	8155871	2
012-000	8155888	2
012-000	8165485	0
012-000	8189141	2
012-000	8162195	0
012-000	8242263	0
012-000	8150945	0
012-000	8032758	0
012-000	8052755	0
012-000	8161456	0
012-000	8045139	0
012-000	8132883	0
012-000	8127363	0
012-000	8139110	0
012-000	8137115	1
012-000	8188072	0
012-000	8151331	0
012-000	8138177	0
012-000	8186829	0
012-000	8191929	1
012-000	8192916	0
012-000	8197615	0
012-000	8185317	2
012-000	8188805	0
012-000	8111433	0
012-000	8116355	1
012-000	8050876	2
012-000	8185208	1
012-000	8120191	0
012-000	8155190	0
012-000	8149134	0
012-000	8153111	0
012-000	8156629	0
012-001	8147795	2
012-001	8167064	2
012-001	8157434	2
012-001	8186465	2
012-001	8156209	2
012-001	8189954	2
012-001	8165485	1
012-001	8188338	1
012-001	8190018	2
012-001	8137773	1
012-001	8158465	0
012-001	8165259	1
012-001	8147346	2
012-001	8157837	0
012-001	8150731	2
012-001	8153800	2
012-001	8124936	1
012-001	8155871	2
012-001	8148873	1
012-001	8162195	0
012-001	8155888	2
012-001	8160985	2
012-001	8242263	0
012-001	8151548	2
012-001	8159537	0
012-001	8191294	0
012-001	8191929	2
012-001	8107272	0
012-001	8120191	0
012-001	8192916	0
012-001	8197615	0
012-001	8116355	0
012-001	8185208	0
012-001	8038155	0
012-001	8191684	1
012-001	8050926	1
012-001	8157661	0
012-001	8050876	1
012-001	8052889	2
012-001	8149134	0
012-001	8189287	0
012-001	8149576	0
012-001	8032207	0
012-001	8139110	0
012-001	8161982	2
012-001	8188072	0
012-001	8127790	0
012-001	8160528	2
012-001	8032758	0
012-001	8188805	0
012-002	8157434	2
012-002	8147795	2
012-002	8186465	2
012-002	8189954	2
012-002	8167064	1
012-002	8150470	2
012-002	8156209	2
012-002	8147346	2
012-002	8190018	1
012-002	8188338	2
012-002	8158465	0
012-002	8137773	1
012-002	8161982	2
012-002	8165259	1
012-002	8150731	1
012-002	8124936	1
012-002	8165485	0
012-002	8155871	2
012-002	8189141	2
012-002	8155888	2
012-002	8160528	0
012-002	8032200	2
012-002	8162195	0
012-002	8168593	0
012-002	8159537	1
012-002	8185380	0
012-002	8160319	0
012-002	8161456	0
012-002	8186802	0
012-002	8152339	0
012-002	8159432	0
012-002	8130895	0
012-002	8139110	0
012-002	8188072	0
012-002	8186829	0
012-002	8191929	1
012-002	8052755	1
012-002	8045139	0
012-002	8111433	1
012-002	8050876	1
012-002	8192916	0
012-002	8155190	0
012-002	8149134	0
012-002	8132883	0
012-002	8154560	0
012-002	8049267	0
012-002	8153111	0
012-002	8153950	0
012-002	8129006	0
012-002	8188386	0
013-000	8155220	1
013-000	8139590	0
013-000	8110276	0
013-000	8143688	0
013-000	8157008	1
013-000	8139506	1
013-000	8032672	0
013-000	8110639	2
013-000	8031977	2
013-000	8144482	2
013-000	8130652	1
013-000	8115087	1
013-000	8146483	0
013-000	8125794	0
013-000	8108233	0
013-000	8125299	0
013-000	8137115	0
013-000	8045206	0
013-000	8242522	0
013-000	8045176	0
013-000	8181297	2
013-000	8123930	0
013-000	8045177	0
013-000	8135984	2
013-000	8112120	0
013-000	8130688	2
013-000	8127787	1
013-000	8159062	0
013-000	8132324	1
013-000	8126795	2
013-000	8132911	2
013-000	8147901	0
013-000	8045148	1
013-000	8242338	1
013-000	8121528	1
013-000	8044602	1
013-000	8163199	2
013-000	8148605	0
013-000	8148932	0
013-000	8110955	0
013-000	8130895	0
013-000	8138031	0
013-000	8125381	1
013-000	8242106	1
013-000	8188701	0
013-000	8188726	2
013-000	8045208	0
013-000	8045210	0
013-000	8138654	0
013-000	8124192	0
013-001	8155220	1
013-001	8110276	1
013-001	8139590	0
013-001	8032672	2
013-001	8157008	1
013-001	8139506	0
013-001	8190921	2
013-001	8108233	0
013-001	8031977	2
013-001	8044598	0
013-001	8143688	0
013-001	8135984	2
013-001	8144482	1
013-001	8146483	0
013-001	8115087	1
013-001	8033644	0
013-001	8110231	2
013-001	8125794	0
013-001	8110639	2
013-001	8045206	2
013-001	8045176	2
013-001	8139169	2
013-001	8181297	1
013-001	8130652	0
013-001	8112120	0
013-001	8130688	2
013-001	8137932	0
013-001	8121528	1
013-001	8044602	2
013-001	8145997	0
013-001	8048397	0
013-001	8048398	0
013-001	8143673	0
013-001	8136731	0
013-001	8136730	0
013-001	8137511	0
013-001	8119577	0
013-001	8042498	0
013-001	8127436	0
013-001	8114366	0
013-001	8042499	0
013-001	8131658	0
013-001	8052775	0
013-001	8111315	0
013-001	8042497	0
013-001	8035683	1
013-001	8048920	0
013-001	8130538	0
013-001	8107023	0
013-001	8137763	0
013-002	8155220	1
013-002	8110276	1
013-002	8139590	0
013-002	8157008	1
013-002	8032672	2
013-002	8139506	1
013-002	8143688	0
013-002	8031977	2
013-002	8144482	1
013-002	8115087	1
013-002	8125794	0
013-002	8108233	0
013-002	8045206	0
013-002	8045176	0
013-002	8146483	0
013-002	8135984	2
013-002	8130652	0
013-002	8138654	0
013-002	8134749	0
013-002	8110639	0
013-002	8112120	0
013-002	8190913	1
013-002	8045208	1
013-002	8045177	1
013-002	8125299	0
013-002	8130688	1
013-002	8159062	0
013-002	8133402	1
013-002	8127787	0
013-002	8121528	0
013-002	8147901	0
013-002	8031930	0
013-002	8118632	0
013-002	8112320	0
013-002	8126795	0
013-002	8118404	0
013-002	8048397	0
013-002	8052775	0
013-002	8048398	0
013-002	8042497	0
013-002	8113251	1
013-002	8043164	0
013-002	8242053	1
013-002	8044602	1
013-002	8145997	0
013-002	8135988	0
013-002	8107023	0
013-002	8033644	0
013-002	8144771	0
013-002	8124192	0
014-000	8188023	1
014-000	8191499	2
014-000	8157787	2
014-000	8186623	2
014-000	8033688	0
014-000	8154626	2
014-000	8162407	2
014-000	8039992	0
014-000	8152753	2
014-000	8187857	1
014-000	8165684	2
014-000	8151559	0
014-000	8156156	2
014-000	8145214	0
014-000	8188683	2
014-000	8157716	1
014-000	8118730	0
014-000	8053115	0
014-000	8124132	0
014-000	8144546	0
014-000	8110888	0
014-000	8106945	0
014-000	8186119	2
014-000	8124048	0
014-000	8033187	0
014-000	8115108	2
014-000	8049790	2
014-000	8187972	0
014-000	8112270	0
014-000	8121322	0
014-000	8161721	2
014-000	8049798	2
014-000	8197554	0
014-000	8168633	1
014-000	8162893	2
014-000	8198161	0
014-000	8193264	0
014-000	8192640	0
014-000	8039065	0
014-000	8126813	0
014-000	8160587	0
014-000	8043281	0
014-000	8168055	0
014-000	8047043	0
014-000	8110847	0
014-000	8189639	0
014-000	8128173	0
014-000	8193135	0
014-000	8157451	0
014-000	8168357	2
014-001	8157787	1
014-001	8188023	1
014-001	8033688	0
014-001	8165684	1
014-001	8186623	1
014-001	8191499	1
014-001	8039992	0
014-001	8145214	0
014-001	8110888	0
014-001	8154626	1
014-001	8162407	1
014-001	8187857	1
014-001	8152753	1
014-001	8053115	0
014-001	8138779	0
014-001	8125477	0
014-001	8157716	1
014-001	8124132	0
014-001	8185064	0
014-001	8156156	1
014-001	8118730	0
014-001	8126335	0
014-001	8124048	0
014-001	8185657	0
014-001	8188683	1
014-001	8112270	0
014-001	8121322	0
014-001	8161721	1
014-001	8198161	0
014-001	8121328	0
014-001	8036538	0
014-001	8193264	1
014-001	8192640	0
014-001	8189138	0
014-001	8044988	0
014-001	8043281	0
014-001	8184925	0
014-001	8046045	0
014-001	8197554	0
014-001	8046629	0
014-001	8126813	0
014-001	8188605	0
014-001	8039065	0
014-001	8047043	0
014-001	8130530	0
014-001	8116136	0
014-001	8129622	0
014-001	8119813	0
014-001	8110847	0
014-001	8106945	0
014-002	8191499	2
014-002	8188023	2
014-002	8186623	2
014-002	8157787	2
014-002	8033688	0
014-002	8154626	2
014-002	8152753	2
014-002	8162407	2
014-002	8039992	0
014-002	8187857	2
014-002	8151559	0
014-002	8156156	2
014-002	8165684	1
014-002	8145214	0
014-002	8188683	2
014-002	8110888	0
014-002	8118730	0
014-002	8053115	0
014-002	8186119	2
014-002	8124048	0
014-002	8191764	2
014-002	8144546	0
014-002	8168357	2
014-002	8138779	0
014-002	8106945	0
014-002	8112270	0
014-002	8115108	2
014-002	8121322	0
014-002	8161721	2
014-002	8049790	2
014-002	8049798	2
014-002	8198161	0
014-002	8168055	0
014-002	8188874	0
014-002	8188439	0
014-002	8136315	1
014-002	8126957	0
014-002	8193264	0
014-002	8192640	1
014-002	8197554	0
014-002	8036538	0
014-002	8039065	0
014-002	8189138	0
014-002	8044988	0
014-002	8126813	0
014-002	8160587	0
014-002	8123506	0
014-002	8043281	0
014-002	8157716	1
014-002	8168633	1
